sample_id,stem,city,sar_path,opt_path,lab_path,split
600,ZhangJiaKou_08_01_01_02,ZhangJiaKou,dl\data\extracted\SAR_1024\ZhangJiaKou_08_01_01_02_SAR_600.tif,dl\data\extracted\OPT_1024\ZhangJiaKou_08_01_01_02_Optical_600.tif,dl\data\extracted\LAB_1024\ZhangJiaKou_08_01_01_02_Label_600.tif,test
601,ZhangJiaKou_08_01_02_01,ZhangJiaKou,dl\data\extracted\SAR_1024\ZhangJiaKou_08_01_02_01_SAR_601.tif,dl\data\extracted\OPT_1024\ZhangJiaKou_08_01_02_01_Optical_601.tif,dl\data\extracted\LAB_1024\ZhangJiaKou_08_01_02_01_Label_601.tif,test
602,ZhangJiaKou_08_01_02_02,ZhangJiaKou,dl\data\extracted\SAR_1024\ZhangJiaKou_08_01_02_02_SAR_602.tif,dl\data\extracted\OPT_1024\ZhangJiaKou_08_01_02_02_Optical_602.tif,dl\data\extracted\LAB_1024\ZhangJiaKou_08_01_02_02_Label_602.tif,test
603,ZhangJiaKou_08_01_03_01,ZhangJiaKou,dl\data\extracted\SAR_1024\ZhangJiaKou_08_01_03_01_SAR_603.tif,dl\data\extracted\OPT_1024\ZhangJiaKou_08_01_03_01_Optical_603.tif,dl\data\extracted\LAB_1024\ZhangJiaKou_08_01_03_01_Label_603.tif,test
604,ZhangJiaKou_08_01_03_02,ZhangJiaKou,dl\data\extracted\SAR_1024\ZhangJiaKou_08_01_03_02_SAR_604.tif,dl\data\extracted\OPT_1024\ZhangJiaKou_08_01_03_02_Optical_604.tif,dl\data\extracted\LAB_1024\ZhangJiaKou_08_01_03_02_Label_604.tif,test
605,ZhangJiaKou_08_01_04_01,ZhangJiaKou,dl\data\extracted\SAR_1024\ZhangJiaKou_08_01_04_01_SAR_605.tif,dl\data\extracted\OPT_1024\ZhangJiaKou_08_01_04_01_Optical_605.tif,dl\data\extracted\LAB_1024\ZhangJiaKou_08_01_04_01_Label_605.tif,test
606,ZhangJiaKou_08_01_04_02,ZhangJiaKou,dl\data\extracted\SAR_1024\ZhangJiaKou_08_01_04_02_SAR_606.tif,dl\data\extracted\OPT_1024\ZhangJiaKou_08_01_04_02_Optical_606.tif,dl\data\extracted\LAB_1024\ZhangJiaKou_08_01_04_02_Label_606.tif,test
607,ZhangJiaKou_08_02_01_01,ZhangJiaKou,dl\data\extracted\SAR_1024\ZhangJiaKou_08_02_01_01_SAR_607.tif,dl\data\extracted\OPT_1024\ZhangJiaKou_08_02_01_01_Optical_607.tif,dl\data\extracted\LAB_1024\ZhangJiaKou_08_02_01_01_Label_607.tif,test
608,ZhangJiaKou_08_02_01_02,ZhangJiaKou,dl\data\extracted\SAR_1024\ZhangJiaKou_08_02_01_02_SAR_608.tif,dl\data\extracted\OPT_1024\ZhangJiaKou_08_02_01_02_Optical_608.tif,dl\data\extracted\LAB_1024\ZhangJiaKou_08_02_01_02_Label_608.tif,test
609,ZhangJiaKou_08_02_02_01,ZhangJiaKou,dl\data\extracted\SAR_1024\ZhangJiaKou_08_02_02_01_SAR_609.tif,dl\data\extracted\OPT_1024\ZhangJiaKou_08_02_02_01_Optical_609.tif,dl\data\extracted\LAB_1024\ZhangJiaKou_08_02_02_01_Label_609.tif,test
610,ZhangJiaKou_08_02_02_02,ZhangJiaKou,dl\data\extracted\SAR_1024\ZhangJiaKou_08_02_02_02_SAR_610.tif,dl\data\extracted\OPT_1024\ZhangJiaKou_08_02_02_02_Optical_610.tif,dl\data\extracted\LAB_1024\ZhangJiaKou_08_02_02_02_Label_610.tif,test
